Dc_Dist,Psa,Dispatch_Date_Time,Dispatch_Date,Dispatch_Time,Hour,Dc_Key,Location_Block,UCR_General,Text_General_Code,Police_Districts,Month,Lon,Lat,Zipcode
8,1,7/6/2015 22:09,7/6/2015,22:09:00,22,2.02E+11,8800 BLOCK HARGRAVE ST,600,Thefts,7,2015-07,-75.030559,40.063036,19152
26,2,11/7/2015 21:25,11/7/2015,21:25:00,21,2.02E+11,1000 BLOCK N 03RD ST,600,Thefts,19,2015-11,-75.142038,39.967606,19123
22,3,8/29/2015 18:35,8/29/2015,18:35:00,18,2.02E+11,N 20TH ST / JEFFERSON ST,700,Recovered Stolen Motor Vehicle,16,2015-08,-75.16804,39.977094,19121
8,1,3/27/2015 9:40,3/27/2015,9:40:00,9,2.02E+11,2800 BLOCK WELSH RD,1400,Vandalism/Criminal Mischief,7,2015-03,-75.028243,40.063908,19152
22,3,5/21/2015 13:38,5/21/2015,13:38:00,13,2.02E+11,1600 BLOCK N SYDENHAM ST,300,Robbery,16,2015-05,-75.160699,39.977653,19121
19,2,11/30/2015 12:16,11/30/2015,12:16:00,12,2.02E+11,5600 BLOCK VINE ST,400,Aggravated Assault,15,2015-11,-75.231843,39.965553,19139
26,3,3/10/2015 23:45,3/10/2015,23:45:00,23,2.02E+11,2400 BLOCK JASPER ST,1400,Vandalism/Criminal Mischief,19,2015-03,-75.130449,39.985701,19125
3,3,6/23/2015 18:45,6/23/2015,18:45:00,18,2.02E+11,1200 BLOCK E PASSYUNK AVE,600,Thefts,3,2015-06,-75.158268,39.9342,19147
22,3,8/30/2015 3:41,8/30/2015,3:41:00,3,2.02E+11,1600 BLOCK N BOUVIER ST,600,Thefts,16,2015-08,-75.163536,39.978928,19121
9,2,11/1/2015 15:21,11/1/2015,15:21:00,15,2.02E+11,S 17TH ST / CHESTNUT ST,600,Thefts,8,2015-11,-75.16877,39.951477,19103
26,3,11/6/2015 11:51,11/6/2015,11:51:00,11,2.02E+11,0 BLOCK W GIRARD AV,600,Thefts,19,2015-11,-75.134461,39.968831,19123
24,2,8/27/2015 16:55,8/27/2015,16:55:00,16,2.02E+11,3000 BLOCK N WATER ST,100,Homicide,17,2015-08,-75.128947,39.995344,19134
8,1,4/19/2015 17:32,4/19/2015,17:32:00,17,2.02E+11,3400 BLOCK STANWOOD ST,600,Thefts,7,2015-04,-75.0256,40.045764,19136
18,2,3/21/2015 0:27,3/21/2015,0:27:00,0,2.02E+11,200 BLOCK S 52ND ST,400,Aggravated Assault,14,2015-03,-75.226025,39.954773,19139
39,2,7/2/2015 10:42,7/2/2015,10:42:00,10,2.02E+11,3500 BLOCK N 15TH ST,1400,Vandalism/Criminal Mischief,21,2015-07,-75.153311,40.007777,19140
18,3,4/5/2015 12:00,4/5/2015,12:00:00,12,2.02E+11,3800 BLOCK SPRUCE ST,600,Thefts,14,2015-04,-75.199264,39.951231,19104
24,3,6/5/2015 21:39,6/5/2015,21:39:00,21,2.02E+11,3300 BLOCK AMBER ST,1400,Vandalism/Criminal Mischief,17,2015-06,-75.106365,39.994042,19134
3,1,10/2/2015 11:28,10/2/2015,11:28:00,11,2.02E+11,800 BLOCK S 08TH ST,600,Thefts,3,2015-10,-75.156274,39.939059,19147
35,3,12/27/2015 22:42,12/27/2015,22:42:00,22,2.02E+11,5600 BLOCK N 16TH ST,600,Thefts,20,2015-12,-75.14859,40.039048,19141
22,1,7/13/2015 17:25,7/13/2015,17:25:00,17,2.02E+11,1000 BLOCK W YORK ST,1400,Vandalism/Criminal Mischief,16,2015-07,-75.150055,39.988627,19133
39,3,1/4/2015 19:33,1/4/2015,19:33:00,19,2.02E+11,2800 BLOCK W HUNTING PARK,700,Thefts,21,2015-01,-75.174459,40.007139,19129
2,1,4/8/2015 13:41,4/8/2015,13:41:00,13,2.02E+11,1300 BLOCK HELLERMAN ST,1400,Vandalism/Criminal Mischief,2,2015-04,-75.078185,40.041839,19111
35,2,12/21/2015 11:50,12/21/2015,11:50:00,11,2.02E+11,300 BLOCK W ROCKLAND ST,600,Thefts,20,2015-12,-75.130845,40.025583,19120
24,3,4/5/2015 19:34,4/5/2015,19:34:00,19,2.02E+11,2900 BLOCK CEDAR ST,2400,Disorderly Conduct,17,2015-04,-75.112945,39.984436,19134
24,2,5/27/2015 9:50,5/27/2015,9:50:00,9,2.02E+11,3100 BLOCK C ST,500,Burglary,17,2015-05,-75.123603,39.996239,19134
35,2,6/27/2015 17:55,6/27/2015,17:55:00,17,2.02E+11,N BROAD ST / W OLNEY AVE,2400,Disorderly Conduct,20,2015-06,-75.144752,40.039082,19141
24,2,4/1/2015 19:33,4/1/2015,19:33:00,19,2.02E+11,2800 BLOCK N LEE ST,1800,Narcotic / Drug Law Violations,17,2015-04,-75.130075,39.992465,19133
25,3,2/3/2015 12:55,2/3/2015,12:55:00,12,2.02E+11,100 BLOCK W INDIANA AVE,1800,Narcotic / Drug Law Violations,18,2015-02,-75.129949,39.99543,19133
1,1,3/5/2015 11:03,3/5/2015,11:03:00,11,2.02E+11,2000 BLOCK S CROSKEY ST,600,Thefts,1,2015-03,-75.183223,39.926392,19145
18,1,3/11/2015 11:23,3/11/2015,11:23:00,11,2.02E+11,200 BLOCK S MILLICK ST,600,Thefts,14,2015-03,-75.24268,39.958871,19139
25,3,5/15/2015 21:48,5/15/2015,21:48:00,21,2.02E+11,100 BLOCK W CAMBRIA ST,1800,Narcotic / Drug Law Violations,18,2015-05,-75.130277,39.993929,19133
24,3,4/1/2015 2:36,4/1/2015,2:36:00,2,2.02E+11,3000 BLOCK MEMPHIS ST,400,Aggravated Assault,17,2015-04,-75.111003,39.986717,19134
24,2,6/22/2015 17:34,6/22/2015,17:34:00,17,2.02E+11,1800 BLOCK HART LN,1800,Narcotic / Drug Law Violations,17,2015-06,-75.121589,39.991967,19134
22,1,3/25/2015 23:20,3/25/2015,23:20:00,23,2.02E+11,2000 BLOCK N BROAD ST,600,Thefts,16,2015-03,-75.156733,39.984405,19121
25,3,12/12/2015 11:25,12/12/2015,11:25:00,11,2.02E+11,400 BLOCK E WESTMORELAND ST,2100,Driving Under The Influence,18,2015-12,-75.12285,39.999303,19134
15,3,11/6/2015 5:45,11/6/2015,5:45:00,5,2.02E+11,4600 BLOCK OAKMONT ST,1400,Vandalism/Criminal Mischief,11,2015-11,-75.030369,40.032648,19136
26,2,2/7/2015 13:21,2/7/2015,13:21:00,13,2.02E+11,1100 BLOCK N 04TH ST,1400,Vandalism/Criminal Mischief,19,2015-02,-75.143279,39.96886,19123
22,2,2/16/2015 17:07,2/16/2015,17:07:00,17,2.02E+11,N ETTING ST / W BERKS ST,700,Recovered Stolen Motor Vehicle,16,2015-02,-75.178747,39.984485,19121
26,3,12/21/2015 17:41,12/21/2015,17:41:00,17,2.02E+11,600 BLOCK E THOMPSON ST,1400,Vandalism/Criminal Mischief,19,2015-12,-75.127651,39.972957,19125
1,1,6/4/2015 13:54,6/4/2015,13:54:00,13,2.02E+11,2200 BLOCK WOLF ST,1800,Narcotic / Drug Law Violations,1,2015-06,-75.183975,39.923629,19145
8,1,4/18/2015 11:40,4/18/2015,11:40:00,11,2.02E+11,2600 BLOCK TREMONT ST,1400,Vandalism/Criminal Mischief,7,2015-04,-75.032915,40.070141,19152
15,1,12/4/2015 14:51,12/4/2015,14:51:00,14,2.02E+11,5200 BLOCK FRANKFORD AVE,2400,Disorderly Conduct,11,2015-12,-75.078182,40.022416,19124
15,1,6/25/2015 16:59,6/25/2015,16:59:00,16,2.02E+11,CHURCH ST / FRANKFORD AV,1800,Narcotic / Drug Law Violations,11,2015-06,-75.088733,40.010933,19124
39,2,11/7/2015 20:12,11/7/2015,20:12:00,20,2.02E+11,3400 BLOCK N 23RD ST,600,Thefts,21,2015-11,-75.166887,40.006604,19140
19,2,5/29/2015 22:11,5/29/2015,22:11:00,22,2.02E+11,1400 BLOCK N 56TH ST,700,Recovered Stolen Motor Vehicle,15,2015-05,-75.233162,39.973542,19131
9,1,3/28/2015 14:06,3/28/2015,14:06:00,14,2.02E+11,1500 BLOCK CHESTNUT ST,600,Thefts,8,2015-03,-75.166972,39.951203,19102
24,2,10/13/2015 16:53,10/13/2015,16:53:00,16,2.02E+11,300 BLOCK E INDIANA AVE,1500,Weapon Violations,17,2015-10,-75.124267,39.994695,19134
24,3,10/18/2015 15:40,10/18/2015,15:40:00,15,2.02E+11,3800 BLOCK ARAMINGO AV,600,Thefts,17,2015-10,-75.091965,39.995911,19137
24,3,8/5/2015 17:42,8/5/2015,17:42:00,17,2.02E+11,3600 BLOCK RICHMOND ST,1800,Narcotic / Drug Law Violations,17,2015-08,-75.09209,39.987862,19134
15,2,4/13/2015 11:13,4/13/2015,11:13:00,11,2.02E+11,AKRON ST / SANGER ST,1800,Narcotic / Drug Law Violations,11,2015-04,-75.079446,40.027192,19124
14,4,9/8/2015 9:16,9/8/2015,9:16:00,9,2.02E+11,7900 BLOCK GERMANTOWN AV,600,Thefts,10,2015-09,-75.200176,40.069928,19118
14,1,9/7/2015 20:37,9/7/2015,20:37:00,20,2.02E+11,7100 BLOCK N UBER ST,100,Homicide,10,2015-09,-75.150359,40.063706,19138
3,3,12/18/2015 17:00,12/18/2015,17:00:00,17,2.02E+11,1200 BLOCK S 10TH ST,1100,Fraud,3,2015-12,-75.160556,39.934273,19147
26,3,6/7/2015 12:15,6/7/2015,12:15:00,12,2.02E+11,1800 BLOCK BLAIR ST,700,Thefts,19,2015-06,-75.132184,39.977416,19122
24,1,7/17/2015 23:18,7/17/2015,23:18:00,23,2.02E+11,3600 BLOCK KENSINGTON AVE,2100,Driving Under The Influence,17,2015-07,-75.103724,40.001854,19134
18,1,1/1/2015 0:44,1/1/2015,0:44:00,0,2.02E+11,1000 BLOCK S 60TH ST,700,Recovered Stolen Motor Vehicle,14,2015-01,-75.24376,39.947886,19143
2,2,12/16/2015 16:24,12/16/2015,16:24:00,16,2.02E+11,6400 BLOCK SHELBOURNE ST,1100,Fraud,2,2015-12,-75.09745,40.051916,19111
15,1,10/13/2015 17:03,10/13/2015,17:03:00,17,2.02E+11,1800 BLOCK HAWORTH ST,1400,Vandalism/Criminal Mischief,11,2015-10,-75.074295,40.016968,19124
19,2,9/29/2015 0:01,9/29/2015,0:01:00,0,2.02E+11,5600 BLOCK W GIRARD AVE,1400,Vandalism/Criminal Mischief,15,2015-09,-75.232591,39.970648,19131
39,3,4/23/2015 19:04,4/23/2015,19:04:00,19,2.02E+11,3100 BLOCK N 16TH ST,500,Burglary,21,2015-04,-75.156219,40.001873,19132
25,1,9/2/2015 0:24,9/2/2015,0:24:00,0,2.02E+11,3700 BLOCK N DELHI ST,600,Thefts,18,2015-09,-75.143735,40.008335,19140
77,A,5/22/2015 18:10,5/22/2015,18:10:00,18,2.02E+11,F TERMINAL,600,Thefts,22,2015-05,-75.244143,39.876264,19153
15,3,12/8/2015 19:39,12/8/2015,19:39:00,19,2.02E+11,7900 BLOCK TULIP ST,700,Recovered Stolen Motor Vehicle,11,2015-12,-75.02472,40.03267,19136
24,1,8/31/2015 18:14,8/31/2015,18:14:00,18,2.02E+11,1800 BLOCK E RUSSELL ST,1800,Narcotic / Drug Law Violations,17,2015-08,-75.108155,39.999301,19134
16,2,1/28/2015 16:55,1/28/2015,16:55:00,16,2.02E+11,5000 BLOCK WESTMINSTER AVE,300,Robbery,12,2015-01,-75.223011,39.968412,19131
2,2,10/15/2015 23:48,10/15/2015,23:48:00,23,2.02E+11,5900 BLOCK NEWTOWN AVE,500,Burglary,2,2015-10,-75.107411,40.047183,19120
15,1,9/8/2015 23:26,9/8/2015,23:26:00,23,2.02E+11,4300 BLOCK PENN ST,600,Thefts,11,2015-09,-75.090118,40.012473,19124
19,2,5/2/2015 23:22,5/2/2015,23:22:00,23,2.02E+11,5400 BLOCK HAVERFORD AVE,400,Aggravated Assault,15,2015-05,-75.229424,39.966826,19139
6,1,12/18/2015 8:07,12/18/2015,8:07:00,8,2.02E+11,300 BLOCK N 13TH ST,700,Recovered Stolen Motor Vehicle,5,2015-12,-75.160163,39.958314,19107
19,1,2/24/2015 19:13,2/24/2015,19:13:00,19,2.02E+11,1600 BLOCK N 62ND ST,2100,Driving Under The Influence,15,2015-02,-75.2436,39.975948,19151
18,1,3/27/2015 0:24,3/27/2015,0:24:00,0,2.02E+11,6200 BLOCK CEDAR AVE,1600,Prostitution and Commercialized Vice,14,2015-03,-75.246743,39.952885,19143
25,2,6/5/2015 0:09,6/5/2015,0:09:00,0,2.02E+11,4700 BLOCK N LAWRENCE ST,1400,Vandalism/Criminal Mischief,18,2015-06,-75.132642,40.022979,19120
8,2,6/16/2015 0:55,6/16/2015,0:55:00,0,2.02E+11,10000 BLOCK S CANTERBURY RD,1100,Fraud,7,2015-06,-74.997818,40.078113,19114
14,1,9/3/2015 15:39,9/3/2015,15:39:00,15,2.02E+11,1100 BLOCK E PRICE ST,1800,Narcotic / Drug Law Violations,10,2015-09,-75.160709,40.051303,19138
22,1,2/19/2015 10:14,2/19/2015,10:14:00,10,2.02E+11,1600 BLOCK DIAMOND ST,600,Thefts,16,2015-02,-75.160134,39.985239,19121
16,2,8/7/2015 20:33,8/7/2015,20:33:00,20,2.02E+11,400 BLOCK N 40TH ST,600,Thefts,12,2015-08,-75.202161,39.960441,19104
22,4,1/16/2015 10:25,1/16/2015,10:25:00,10,2.02E+11,1500 BLOCK HEMBERGER WAY,500,Burglary,16,2015-01,-75.172764,39.977824,19121
39,2,12/31/2015 2:00,12/31/2015,2:00:00,2,2.02E+11,2200 BLOCK W HUNTING PARK AVE,2100,Driving Under The Influence,21,2015-12,-75.164577,40.010903,19140
22,1,8/15/2015 1:37,8/15/2015,1:37:00,1,2.02E+11,1900 BLOCK MONUMENT ST,1400,Vandalism/Criminal Mischief,16,2015-08,-75.16512,39.983183,19121
25,3,7/13/2015 9:00,7/13/2015,9:00:00,9,2.02E+11,2800 BLOCK HOPE ST,1800,Narcotic / Drug Law Violations,18,2015-07,-75.131145,39.9926,19133
35,3,8/4/2015 21:30,8/4/2015,21:30:00,21,2.02E+11,MASCHER ST / WIDENER ST,1800,Narcotic / Drug Law Violations,20,2015-08,-75.122554,40.040697,19120
16,2,2/7/2015 17:26,2/7/2015,17:26:00,17,2.02E+11,4000 BLOCK LANCASTER AVE,600,Thefts,12,2015-02,-75.204535,39.964572,19104
25,1,4/18/2015 1:37,4/18/2015,1:37:00,1,2.02E+11,1300 BLOCK W JEROME ST,1400,Vandalism/Criminal Mischief,18,2015-04,-75.147898,40.016023,19140
35,3,10/16/2015 1:06,10/16/2015,1:06:00,1,2.02E+11,2100 BLOCK W NEDRO AVE,300,Robbery,20,2015-10,-75.156909,40.043713,19138
24,2,1/28/2015 3:32,1/28/2015,3:32:00,3,2.02E+11,2800 BLOCK KENSINGTON AVE,1600,Prostitution and Commercialized Vice,17,2015-01,-75.122562,39.99148,19134
19,1,4/24/2015 21:26,4/24/2015,21:26:00,21,2.02E+11,400 BLOCK N 63RD ST,300,Robbery,15,2015-04,-75.245396,39.969501,19151
3,1,4/14/2015 12:51,4/14/2015,12:51:00,12,2.02E+11,600 BLOCK S CLIFTON ST,1000,Forgery and Counterfeiting,3,2015-04,-75.159879,39.942286,19147
39,3,9/11/2015 18:32,9/11/2015,18:32:00,18,2.02E+11,2100 BLOCK W INDIANA AVE,600,Thefts,21,2015-09,-75.166381,40.000228,19132
15,2,6/24/2015 19:03,6/24/2015,19:03:00,19,2.02E+11,6600 BLOCK DITMAN ST,1400,Vandalism/Criminal Mischief,11,2015-06,-75.047777,40.025103,19135
35,1,9/30/2015 20:17,9/30/2015,20:17:00,20,2.02E+11,100 BLOCK E OLNEY AVE,600,Thefts,20,2015-09,-75.121299,40.035317,19120
35,2,12/18/2015 2:55,12/18/2015,2:55:00,2,2.02E+11,300 BLOCK E SHELDON ST,500,Burglary,20,2015-12,-75.117684,40.028017,19120
2,1,4/24/2015 9:32,4/24/2015,9:32:00,9,2.02E+11,5400 BLOCK E ROOSEVELT BLVD,700,Recovered Stolen Motor Vehicle,2,2015-04,-75.085849,40.031576,19124
8,2,12/31/2015 3:16,12/31/2015,3:16:00,3,2.02E+11,4900 BLOCK CONVENT LN,700,Recovered Stolen Motor Vehicle,7,2015-12,-74.991371,40.051903,19114
22,3,6/27/2015 15:53,6/27/2015,15:53:00,15,2.02E+11,N 18TH ST / CECIL B MOORE AV,600,Thefts,16,2015-06,-75.164275,39.979527,19121
24,3,10/19/2015 3:15,10/19/2015,3:15:00,3,2.02E+11,3500 BLOCK JANNEY ST,900,Arson,17,2015-10,-75.099239,39.994972,19134
22,2,7/27/2015 19:27,7/27/2015,19:27:00,19,2.02E+11,N 29TH ST / DIAMOND ST,700,Recovered Stolen Motor Vehicle,16,2015-07,-75.180598,39.987828,19121
14,1,10/23/2015 1:10,10/23/2015,1:10:00,1,2.02E+11,7900 BLOCK THOURON AVE,1400,Vandalism/Criminal Mischief,10,2015-10,-75.168658,40.071337,19150
35,1,6/16/2015 14:15,6/16/2015,14:15:00,14,2.02E+11,5900 BLOCK N 12TH ST,1400,Vandalism/Criminal Mischief,20,2015-06,-75.140137,40.042605,19141
6,1,3/30/2015 19:09,3/30/2015,19:09:00,19,2.02E+11,800 BLOCK N 02ND ST,700,Thefts,5,2015-03,-75.141007,39.963,19123
9,2,12/9/2015 15:37,12/9/2015,15:37:00,15,2.02E+11,N BROAD ST / SPRING GARDEN ST,2400,Disorderly Conduct,8,2015-12,-75.161386,39.962483,19130
3,3,2/4/2015 15:56,2/4/2015,15:56:00,15,2.02E+11,700 BLOCK MIFFLIN ST,600,Thefts,3,2015-02,-75.15781,39.925383,19148
24,3,10/5/2015 12:56,10/5/2015,12:56:00,12,2.02E+11,2400 BLOCK E VENANGO ST,1400,Vandalism/Criminal Mischief,17,2015-10,-75.096622,39.992883,19134
35,2,3/22/2015 3:19,3/22/2015,3:19:00,3,2.02E+11,4400 BLOCK OLD YORK RD,1600,Prostitution and Commercialized Vice,20,2015-03,-75.147195,40.019958,19140
9,1,10/3/2015 13:45,10/3/2015,13:45:00,13,2.02E+11,200 BLOCK S 19TH ST,700,Recovered Stolen Motor Vehicle,8,2015-10,-75.172658,39.948734,19103
6,3,11/5/2015 0:42,11/5/2015,0:42:00,0,2.02E+11,200 BLOCK S 12TH ST,1600,Prostitution and Commercialized Vice,5,2015-11,-75.160636,39.948699,19107
26,3,7/29/2015 19:16,7/29/2015,19:16:00,19,2.02E+11,2400 BLOCK ARAMINGO AVE,600,Thefts,19,2015-07,-75.119818,39.976136,19125
1,1,8/28/2015 14:07,8/28/2015,14:07:00,14,2.02E+11,S 28TH ST / SNYDER AV,700,Recovered Stolen Motor Vehicle,1,2015-08,-75.192595,39.92733,19145
8,2,8/9/2015 11:41,8/9/2015,11:41:00,11,2.02E+11,9400 BLOCK KIRKWOOD RD,700,Recovered Stolen Motor Vehicle,7,2015-08,-75.00702,40.065963,19114
24,2,4/14/2015 22:44,4/14/2015,22:44:00,22,2.02E+11,2900 BLOCK KENSINGTON AVE,2100,Driving Under The Influence,17,2015-04,-75.120326,39.992726,19134
3,2,7/10/2015 2:57,7/10/2015,2:57:00,2,2.02E+11,1100 BLOCK S CHRISTOPHER COLUMBUS BLVD,2100,Driving Under The Influence,3,2015-07,-75.143991,39.932148,19147
3,2,7/26/2015 10:19,7/26/2015,10:19:00,10,2.02E+11,0 BLOCK SNYDER AVE,500,Burglary,3,2015-07,-75.146278,39.921321,19148
26,1,12/13/2015 14:15,12/13/2015,14:15:00,14,2.02E+11,900 BLOCK W LEHIGH AV,600,Thefts,19,2015-12,-75.146124,39.992819,19133
15,2,10/2/2015 11:41,10/2/2015,11:41:00,11,2.02E+11,5400 BLOCK HORROCKS ST,1400,Vandalism/Criminal Mischief,11,2015-10,-75.081881,40.028562,19124
15,2,2/26/2015 14:47,2/26/2015,14:47:00,14,2.02E+11,FRANKFORD AV / E CHELTENHAM AV,600,Thefts,11,2015-02,-75.073366,40.025378,19135
22,3,5/13/2015 1:55,5/13/2015,1:55:00,1,2.02E+11,1400 BLOCK N SYDENHAM ST,2100,Driving Under The Influence,16,2015-05,-75.161294,39.97486,19121
35,2,2/12/2015 19:17,2/12/2015,19:17:00,19,2.02E+11,OLD YORK RD / W FISHER AV,2400,Disorderly Conduct,20,2015-02,-75.145399,40.033661,19141
24,3,9/28/2015 1:58,9/28/2015,1:58:00,1,2.02E+11,3200 BLOCK TULIP ST,700,Thefts,17,2015-09,-75.1073,39.989727,19134
24,3,2/23/2015 11:21,2/23/2015,11:21:00,11,2.02E+11,2700 BLOCK CASTOR AVE,600,Thefts,17,2015-02,-75.090676,39.990343,19134
24,2,6/30/2015 11:59,6/30/2015,11:59:00,11,2.02E+11,300 BLOCK E SOMERSET ST,1800,Narcotic / Drug Law Violations,17,2015-06,-75.126446,39.991924,19134
6,3,1/28/2015 16:15,1/28/2015,16:15:00,16,2.02E+11,200 BLOCK S BROAD ST,2400,Disorderly Conduct,5,2015-01,-75.164149,39.949303,19107
24,2,3/6/2015 10:18,3/6/2015,10:18:00,10,2.02E+11,500 BLOCK E CAMBRIA ST,700,Recovered Stolen Motor Vehicle,17,2015-03,-75.122218,39.992887,19134
39,1,10/6/2015 18:59,10/6/2015,18:59:00,19,2.02E+11,5700 BLOCK WAYNE AVE,600,Thefts,21,2015-10,-75.179661,40.032156,19144
14,1,8/12/2015 8:48,8/12/2015,8:48:00,8,2.02E+11,7800 BLOCK FORREST AVE 2,1400,Vandalism/Criminal Mischief,10,2015-08,-75.166053,40.0708,19150
3,2,4/9/2015 21:35,4/9/2015,21:35:00,21,2.02E+11,1600 BLOCK S CHRISTOPHER COLUMBUS BLVD,1400,Vandalism/Criminal Mischief,3,2015-04,-75.14502,39.926471,19148
3,2,7/29/2015 12:34,7/29/2015,12:34:00,12,2.02E+11,400 BLOCK WINTON ST,400,Aggravated Assault,3,2015-07,-75.154924,39.921698,19148
6,3,5/24/2015 13:16,5/24/2015,13:16:00,13,2.02E+11,1200 BLOCK WALNUT ST 1F,600,Thefts,5,2015-05,-75.160851,39.948886,19107
35,3,9/18/2015 3:14,9/18/2015,3:14:00,3,2.02E+11,N 20TH ST / CHELTEN AV,1400,Vandalism/Criminal Mischief,20,2015-09,-75.151737,40.051682,19138
6,1,6/12/2015 19:28,6/12/2015,19:28:00,19,2.02E+11,1300 BLOCK WOOD ST,600,Thefts,5,2015-06,-75.16012,39.958536,19107
2,1,9/17/2015 16:54,9/17/2015,16:54:00,16,2.02E+11,800 BLOCK SANGER ST,1100,Fraud,2,2015-09,-75.091238,40.033812,19124
3,3,8/16/2015 0:38,8/16/2015,0:38:00,0,2.02E+11,700 BLOCK PACKER AVE,2100,Driving Under The Influence,3,2015-08,-75.16229,39.909687,19148
1,1,10/27/2015 18:53,10/27/2015,18:53:00,18,2.02E+11,2100 BLOCK S BEECHWOOD ST,1800,Narcotic / Drug Law Violations,1,2015-10,-75.182237,39.925968,19145
39,2,7/17/2015 16:02,7/17/2015,16:02:00,16,2.02E+11,3800 BLOCK N 19TH ST,1400,Vandalism/Criminal Mischief,21,2015-07,-75.158453,40.013226,19140
25,1,10/22/2015 19:49,10/22/2015,19:49:00,19,2.02E+11,700 BLOCK W LYCOMING ST,300,Robbery,18,2015-10,-75.139189,40.013893,19140
39,1,10/13/2015 19:15,10/13/2015,19:15:00,19,2.02E+11,3200 BLOCK N 29TH ST,700,Thefts,21,2015-10,-75.17696,40.004755,19129
22,1,6/18/2015 0:52,6/18/2015,0:52:00,0,2.02E+11,2400 BLOCK N 15TH ST,500,Burglary,16,2015-06,-75.156908,39.990788,19132
25,3,5/14/2015 23:23,5/14/2015,23:23:00,23,2.02E+11,2700 BLOCK MASCHER ST,700,Recovered Stolen Motor Vehicle,18,2015-05,-75.132938,39.991199,19133
39,2,7/11/2015 1:11,7/11/2015,1:11:00,1,2.02E+11,1700 BLOCK W TIOGA ST,400,Aggravated Assault,21,2015-07,-75.156874,40.006863,19140
26,2,2/22/2015 1:30,2/22/2015,1:30:00,1,2.02E+11,1000 BLOCK N 02ND ST,1400,Vandalism/Criminal Mischief,19,2015-02,-75.14028,39.966396,19123
7,3,5/29/2015 23:48,5/29/2015,23:48:00,23,2.02E+11,12000 BLOCK AUDUBON AV,1400,Vandalism/Criminal Mischief,6,2015-05,-75.020174,40.126295,19116
22,2,7/7/2015 11:28,7/7/2015,11:28:00,11,2.02E+11,3200 BLOCK RIDGE AVE,700,Thefts,16,2015-07,-75.185001,39.990615,19132
22,2,1/2/2015 14:09,1/2/2015,14:09:00,14,2.02E+11,2800 BLOCK W DAUPHIN ST,600,Thefts,16,2015-01,-75.178322,39.990814,19132
7,1,4/7/2015 20:43,4/7/2015,20:43:00,20,2.02E+11,1800 BLOCK HOFFNAGLE ST,1400,Vandalism/Criminal Mischief,6,2015-04,-75.055422,40.067046,19152
24,1,6/5/2015 19:36,6/5/2015,19:36:00,19,2.02E+11,3200 BLOCK KENSINGTON AVE,2500,Vagrancy/Loitering,17,2015-06,-75.11337,39.996571,19134
3,1,7/6/2015 2:08,7/6/2015,2:08:00,2,2.02E+11,300 BLOCK SOUTH ST,2400,Disorderly Conduct,3,2015-07,-75.148713,39.941529,19147
12,1,11/1/2015 1:05,11/1/2015,1:05:00,1,2.02E+11,8200 BLOCK BARTRAM AVE,1400,Vandalism/Criminal Mischief,9,2015-11,-75.239834,39.893192,19153
39,2,9/4/2015 10:08,9/4/2015,10:08:00,10,2.02E+11,N 17TH ST / W VICTORIA ST,600,Thefts,21,2015-09,-75.156283,40.008736,19140
35,2,12/11/2015 4:15,12/11/2015,4:15:00,4,2.02E+11,1300 BLOCK BLAVIS ST,2400,Disorderly Conduct,20,2015-12,-75.147849,40.020809,19140
15,1,5/6/2015 9:23,5/6/2015,9:23:00,9,2.02E+11,4900 BLOCK MULBERRY ST,700,Recovered Stolen Motor Vehicle,11,2015-05,-75.07726,40.016947,19124
25,4,8/8/2015 2:08,8/8/2015,2:08:00,2,2.02E+11,500 BLOCK W LEHIGH AVE,700,Recovered Stolen Motor Vehicle,18,2015-08,-75.140211,39.99214,19133
22,3,2/23/2015 21:08,2/23/2015,21:08:00,21,2.02E+11,N BROAD ST / W THOMPSON ST,600,Thefts,16,2015-02,-75.159059,39.973214,19122
3,3,7/17/2015 10:43,7/17/2015,10:43:00,10,2.02E+11,2200 BLOCK S 06TH ST,700,Recovered Stolen Motor Vehicle,3,2015-07,-75.157048,39.921015,19148
39,1,4/16/2015 23:35,4/16/2015,23:35:00,23,2.02E+11,5500 BLOCK MORRIS ST,600,Thefts,21,2015-04,-75.180982,40.028917,19144
6,3,6/22/2015 9:55,6/22/2015,9:55:00,9,2.02E+11,S 05TH ST / S INDEPENDENCE MALL E,700,Recovered Stolen Motor Vehicle,5,2015-06,-75.149516,39.947522,19106
35,3,7/7/2015 8:45,7/7/2015,8:45:00,8,2.02E+11,2100 BLOCK CHELTEN AVE,1400,Vandalism/Criminal Mischief,20,2015-07,-75.156986,40.051967,19138
26,3,4/11/2015 17:37,4/11/2015,17:37:00,17,2.02E+11,2400 BLOCK ARAMINGO AVE,600,Thefts,19,2015-04,-75.119818,39.976136,19125
26,3,12/25/2015 16:08,12/25/2015,16:08:00,16,2.02E+11,900 BLOCK N FRONT ST,1400,Vandalism/Criminal Mischief,19,2015-12,-75.137882,39.963425,19123
35,3,3/30/2015 12:08,3/30/2015,12:08:00,12,2.02E+11,5900 BLOCK N 21ST ST,600,Thefts,20,2015-03,-75.155902,40.044144,19138
19,2,4/11/2015 3:53,4/11/2015,3:53:00,3,2.02E+11,4900 BLOCK LANCASTER AVE,2200,Liquor Law Violations,15,2015-04,-75.219761,39.973786,19131
